Sentiment,SentimentText
0,చెన్నూర్ మండ‌లం ముత్త‌రావు ప‌ల్లి గ్రామానికి చెందిన మ‌హిళ ఇటీవ‌ల మృతి చెందింది.
1, ఆమె మ‌ర‌ణానంత‌రం ఆమెకు క‌రోనా పాజిటివ్ అని వ‌చ్చింది. 
0,ఆత‌ర్వాత గ్రామాన్ని మొత్తం కంటైన్మెంట్ జోన్ గా ప్ర‌క‌టించారు.
1, గ్రామంలోని వారెవ్వ‌రూ బ‌య‌ట‌కు రాకుండా.. 
1,వేరేవాళ్లెవ్వ‌రూ గ్రామంలోప‌లికి  వెళ్ల‌కుండా  ప‌టిష్ట చ‌ర్యలు చేప‌ట్టారు.
0," మృతి చెందిన మ‌హిళ ఫ‌స్ట్ కాంటాక్ట్‌, ప్రైమ‌రీ కాంటాక్ట్ ఉన్న 40 మందిని మంద‌మ‌ర్రిలో క్వారంటైన్‌లో ఉంచారు. వారి ర‌క్త న‌మూనాల‌ను హైద‌రాబాద్‌కు పంపించారు. "
1,ఆ టెస్టుల‌కు సంబంధించిన రిజ‌ల్ట్స్ మంగ‌ళ‌వారం వ‌చ్చాయి. 
0,40 మందికి కూడా నెగిటివ్ ఉన్న‌ట్లు రిపోర్ట్ వ‌చ్చింది. 
0,నెగిటివ్ రిపోర్ట్ రావ‌డంతో జిల్లా మొత్తం ఊపిరి పీల్చుకున్నారు. కాగా నెగిటివ్ వ‌చ్చిన వారంద‌రి శాంపిల్స్ మ‌రోసారి సేక‌రించి ప‌రీక్ష‌లు జ‌రుప‌నున్నారు. 
1,ప్ర‌స్తుతానికైతే జిల్లా ప్ర‌జ‌లు ఊపిరి పీల్చుకున్నారు. లాక్‌డౌన్ కొన‌సాగుతున్న నేప‌థ్యంలో అన‌వ‌స‌రంగా ప్ర‌జ‌లెవ్వ‌రూ రోడ్ల‌పైకి రావొద్ద‌ని పోలీసులు సూచిస్తున్నారు.
1,స్సెయిన్‌లో కరోనా బారిన పడినవారి సంఖ్య రెండు లక్షలు దాటింది.
1," సోమవారం కొత్తగా 4,266 పాజిటివ్‌ కేసులు నమోదైనట్లు ఆ దేశ ఆరోగ్యశాఖ ఉన్నతాధికారులు తెలిపారు. "
0,"ప్రస్తుతం స్పెయిన్‌లో మొత్తం కరోనా కేసుల సంఖ్య 200,210కి పెరిగింది"
0,". ఇవాళ మరో 399 మంది మృతిచెందడంతో  మొత్తం మరణాల సంఖ్య 20,852కు చేరుకున్నది"
1,. ప్రపంచంలో అమెరికా తరువాత అత్యధిక సంఖ్యలో కరోనా పాజిటివ్ కేసులున్న రెండో దేశం స్పెయినే కావడం గమనార్హం. 
0,"అమెరికాలో వైరస్‌ సోకిన వారి సంఖ్య 750,000 లక్షలు దాటింది. "
0,అభంశుభం తెలియని చిన్నారులను కరోనా మహమ్మారి బలి తీసుకుంది
0,. నారాయణపేట జిల్లాకు చెందిన 45 రోజుల వయసు గల చిన్నారి న్యుమోనియాతో బాధపడుతుండటంతో అక్కడి వైద్యులు నిలోఫర్‌కు రిఫర్‌ చేశారు.
0, ఈనెల 15న సదరు చిన్నారిని ఐసోలేషన్‌ వార్డులో చికిత్స చేశారు. 
10,అయితే చిన్నారికి కరోనా లక్షణాలు ఉండటంతో కొవిడ్‌ పరీక్షల కోసం పంపించారు. 
0,17వ తేదీన కరోనా పాజిటివ్‌ అని తేలడంతో వెంటనే గాంధీకి తరలించారు. 
0,ఆదివారం సదరు చిన్నారి మృతిచెందింది. 
1,మరోవైపు ఆసిఫ్‌నగర్‌ గంజెషాహి దర్గా ప్రాంతానికి చెందిన 11 నెలల బాలుడికి అనారోగ్యం కలగడంతో అతన్ని నిలోఫర్‌లో చేర్పించారు. 
1,సదరు బాలుడు శనివారం మృతిచెందగా.. ఆదివారం వచ్చిన రిపోర్టుల్లో అతనికి కరోనా సోకినట్లు నిర్ధారణ అయ్యింది.
1,"పాజిటివ్‌ శిశువు చికిత్స పొందిన వార్డులో ఉన్న ఇతర చిన్నారులు, "
1,వారి తల్లులు మొత్తం సుమారు 20మంది రోగుల నుంచి శాంపిల్స్‌ సేకరించి కరోనా నిర్ధారణ పరీక్షలకు పంపినట్లు దవాఖాన సూపరింటెండెంట్‌ డాక్టర్‌ మురళీకృష్ణ తెలిపారు. 
,నివేదికలు వచ్చే వరకు 20మంది రోగులను క్వారంటైన్‌కు తరలించినట్లు వివరించారు. 
0,"అయితే అత్యవసర విభాగంలోని వైద్యులందరికీ పీపీఈ కిట్స్‌ అందచేశామని, "
0,వైద్యసిబ్బంది అంతా కిట్స్‌ ధరించి ఉండడంతో వారిని ఎలాంటి ప్రత్యేక క్వారంటైన్‌కు తరలించడం లేదన్నారు.
0, అయితే పాజిటివ్‌ చిన్నారి చికిత్స పొందిన వార్డులో విధులు నిర్వర్తించిన సుమారు 14 మంది సిబ్బంది నుంచి కూడా శాంపిల్స్‌
1, సేకరించి కరోనా పరీక్షలకు పంపనున్నట్లు సూపరింటెండెంట్‌ స్పష్టం చేశారు.
0,"ఆసిఫ్‌నగర్‌ పోలీస్‌ స్టేషన్‌ పరిధిలోని మెహిదీపట్నంలో ఒకరికి, గుడిమల్కాపూర్‌లో ఒకరికి, జేబాబాగ్‌లో ఇద్దరికి కరోనా పాజిటివ్‌ వచ్చినట్లు పోలీసులు తెలిపారు. "
1,ఖైరతాబాద్‌: ఖైరతాబాద్‌లో ఒకే కుటుంబానికి చెందిన ముగ్గురికి కరోనా పాజిటివ్‌గా తేలింది. మరో 31 మంది రక్తనమూనాలు
0, సేకరించి పరీక్షలకు పంపించారు.  ఈ నెల 16న ఓల్డ్‌ సీఐబీ క్వార్టర్స్‌లో నివాసం ఉండే ఓ వృద్ధురాలు (64) తీవ్ర అనారోగ్యంతో మరణించింది.
0, అదే రోజు  స్థానిక శ్మశాన వాటికలో అంత్యక్రియలు నిర్వహించారు.
1, మరుసటి రోజు ఈ విషయం వెలుగుచూడటంతో ఆమె బంధువులు ఎనిమిది మందిని గాంధీ దవాఖానకు తరలించారు.  ఆదివారం మృతురాలి
0,"  పెద్ద కుమార్తె (45),  (7), (5) వయస్సు ఉన్న  మనుమరాండ్లకు పాజిటివ్‌గా తేలింది. దీంతో ఆమె ఇతర కుటుంబ సభ్యులు"
0,", చుట్టు పక్కల వారిని మొత్తం 31 మందిని  గాంధీ, సరోజినీదేవి దవాఖానల్లోని ఐసోలేషన్‌ వార్డులకు తరలించారు"
0,గత నెల 26న ఓల్డ్‌ సీఐబీ క్వార్టర్స్‌కు చెందిన ఓ వృద్ధుడు తీవ్ర అస్వస్థతతో 
1,లక్డీకాపూల్‌లోని ఓ ప్రైవేట్‌ దవాఖానలో చికిత్స పొందుతూ మృతి చెందాడు. 
0,మృతదేహం నుంచి నమూనాలు సేకరించగా పాజిటివ్‌ వచ్చినట్లు అధికారులు తెలిపారు. 
0,సరిగ్గా 23 రోజుల తర్వాత ఈ నెల 16న అదే కాలనీలో నివసించే ఓ వృద్ధురాలు తీవ్ర అనారోగ్యంతో మరణించింది. 
1,కేపీహెచ్‌బీ కాలనీలో యువకుడికి...
1,కాగా ఆమె కూడా అదే దవాఖానలో చికిత్స పొందినట్లు సమాచారం.
1,"ఖైరతాబాద్‌ : ఖైరతాబాద్‌ నియోజకవర్గానికి చెందిన ముగ్గురు కరోనా నుంచి కోలుకొని  డిశ్చార్జి అయ్యారు.  పంజాగుట్టకు చెందిన ఇద్దరు, లక్డీకాపూల్‌కు"
0, చెందిన ఒకరిని ఆదివారం డిశ్చార్జి చేసినట్లు అధికారులు తెలిపారు. 
1,. కరోనా మహమ్మారిని అరికట్టే దిశగా జిల్లా కలెక్టర్‌ ప్రత్యేక చొరవతో దవాఖానలో ఐసోలేషన్‌ వార్డును 
1,ఏర్పాటు చేసినట్లు సూపరింటెండెంట్‌ దశరథ్‌ తెలిపారు. కరోనా లక్షణాలతో ఉన్న వారికి చికిత్సను అందించేందుకు
0,సనత్‌నగర్‌ జోన్‌ బృందం : పది రోజుల క్రితం కరోనాతో మృతి చెందిన  బన్సీలాల్‌పేట్‌కు చెందిన  వ్యక్తి అంత్యక్రియలు  
0,కొండాపూర్‌ : కొండాపూర్‌లోని రంగారెడ్డి జిల్లా దవాఖానలో 20 పడకలతో ఐసోలేషన్‌ వార్డును అందుబాటులోకి తీసుకువచ్చారు
0, అన్ని రకాల చర్యలు తీసుకుంటున్నట్లు తెలిపారు. వైద్య సిబ్బందికి ప్రత్యేక శిక్షణతో పాటు ఐసోలేషన్‌కు 
1,వచ్చే రోగులను అన్ని విధాలుగా పరీక్షించి అవసరమైన చికిత్సలను అందించేందుకు కృషి చేస్తున్నట్లు తెలిపారు. 
1,దీంతో పాటుగా దవాఖాన ప్రాంగణంలో శానిటైజర్‌ టన్నెల్‌ను ఏర్పాటు చేసినట్లు తెలిపారు.
1,"సిటీబ్యూరో, నమస్తే తెలంగాణ: లాక్‌డౌన్‌ సమయంలో గృహిణులు గృహహింసలకు గురవుతున్నారు. మార్చి 23 నుంచి ఈ నెల 16 వరకు మొత్తం 522 ఫిర్యాదులు పోలీసులకు అందాయి."
0, దీంతో సైబరాబాద్‌ పోలీసులు వాటి పరిష్కారానికి చర్యలు తీసుకున్నారు.
0, లాక్‌డౌన్‌లో గృహిణులకు నరకం కనపడుతున్నది. ఇంట్లో మాటమాట పెరిగి వాగ్వాదాలు చోటుచేసుకోవడంతోపాటు 
0,"పలు సందర్భాల్లో కొడుతున్నారని సమాచారం. భర్త, కుటుంబ సభ్యుల వేధింపులు ఎక్కువకావడంతో."
0,..దాదాపు  522 మంది డయల్‌ 100కు ఫోన్‌చేసి కాపాడాలని వేడుకున్నారు. దీంతో సైబరాబాద్‌ పోలీస్‌ కమిషనర్‌ సజ్జనార్‌ ఆదేశాల మేరకు
0,.. సమస్యల పరిష్కారానికి  డీసీపీ అనసూయ నేతృత్వంలో ప్రత్యేక బృందాన్ని ఏర్పాటు చేశారు. ఈ బృందం బాధితులతో ఫోన్‌లో మాట్లాడి... 
0,సమస్య తెలుసుకుని...దానికి కారకులైన వారిని కూడా విచారించింది. మరోసారి ఇలాంటి తప్పు చేస్తే చట్టపరమైన చర్యలు తప్పవని హెచ్చరించింది. ఇలా.
1,. దాదాపు 455 కేసులను పరిష్కరించింది. మరో 9 ఫిర్యాదులకు సంబంధిత పోలీస్‌స్టేషన్లలో ఎఫ్‌ఐఆర్‌లను నమోదు చేయించింది
1,. మరో 13 కేసులను షీ టీమ్స్‌కు అప్పజెప్పింది. 31 మంది బాధితులు స్పందించక పోవడంతో ఆ ఫిర్యాదులను పెండింగ్‌లో పెట్టారు. 
0,"14 కేసులను భరోసా కేంద్రానికి బదిలీ చేశారు.  బాధితులంతా డయల్‌ 100, సైబరాబాద్‌ వాట్సాప్‌ 9490617444లకు ఫిర్యాదు చేశారు. "
0,ఇంకా ఎవరైనా బాధితులు ఉంటే ఫోన్‌: 9490617261కు సమాచారం ఇవ్వాలని సీపీ సజ్జనార్‌ సూచించారు.
1," ఇలాంటి గృహ హింసలకు సంబంధించి డయల్‌ 100 ద్వారా సైబరాబాద్‌ పరిధికి చెందిన మహిళలు జనవరి నెలలో 1900, ఫిబ్రవరిలో 1600 ఫిర్యాదు చేశారు. "
0,ఇంత సంఖ్యలో గృహహింసకు సంబంధించిన ఫిర్యాదులు వెల్లువెత్తడంతో సీపీ సజ్జనార్‌... వాటి పరిష్కారానికి ప్రత్యేక టాస్క్‌ఫోర్స్‌ను ఏర్పాటు చేశారు.
0,క‌రోనా మ‌హ‌మ్మారిని అరిక‌ట్టేందుకు దేశ‌వ్యాప్తంగా లాక్ డౌన్ కొన‌సాగుతున్న విష‌యం తెలిసిందే.
0, అన్ని రాష్ట్రాల‌తోపాటు పశ్చిమ‌బెంగాల్ ప్ర‌భుత్వం లాక్ డౌన్ రూల్స్ పాటిస్తోంది.
0," అయితే బ‌య‌ట‌కు రావొద్ద‌ని, లాక్ డౌన్ పాటించాల‌ని ప్ర‌జ‌ల‌కు ప‌శ్చిమ‌బెంగాల్ పోలీసులు విజ్ఞ‌ప్తి చేస్తున్నా..కొంత‌మంది వాటిని లెక్క‌చేయడం లేదు."
1,కోల్ క‌తాలో ఇవాళ ఒక్కరోజే కేవ‌లం 12 గంట‌ల్లో లాక్ డౌన్ ఉల్లంఘించిన 131 మందిని పోలీసులు అరెస్ట్ చేశారు. వేకువ జాము నుంచే పెట్రోలింగ్ నిర్వ‌హించి..
1,131 మందిని అరెస్ట్ చేశాం. 4 వాహ‌నాలు సీజ్ చేశామ‌ని కోల్ క‌తా పోలీస్ ఉన్న‌తాధికారి ఒక‌రు తెలిపారు. 
0, రాజ‌స్థాన్‌లో క‌రోనా మ‌హ‌మ్మారి వేగంగా విస్తురిస్తున్న‌ది
0,. సోమ‌వారం రాత్రి నుంచి మంగ‌ళ‌వారం మ‌ధ్యాహ్నానికే కొత్త‌గా 83 క‌రోనా కేసులు న‌మోద‌య్యాయి. 
0,దీంతో ఆ రాష్ట్రంలో న‌మోదైన మొత్తం కేసుల సంఖ్య 1659కి చేరింది
0,. ఇక మ‌ర‌ణాలు కూడా మెల్ల‌గా పెరుగుతూనే ఉన్నాయి. ఇప్ప‌టి వ‌ర‌కు క‌రోనా మ‌హ‌మ్మారి బారినప‌డి 25 మంది మృతిచెందారు.
1," ఇక జిల్లాల వారీగాచూస్తే అత్య‌ధికంగా జైపూర్‌లో 648 కేసులు న‌మోదు కాగా, 265 కేసుల‌తో జోధ్‌పూర్‌, "
0,102 కేసుల‌తో భ‌ర‌త్‌పూర్ ఆ త‌ర్వాత స్థానాల్లో ఉన్నాయ‌ని రాజ‌స్థాన్ వైద్య ఆరోగ్య శాఖ అధికారులు తెలిపారు
0,ఊరు ఊరంతా మూగబోయింది…
0,వరికోతల సమయం కదా..
0,మను‌షులతో కలకలలాడిన పల్లె స్వీయనిర్భందమైంది..
1,మునుములు పట్టి కోతలు కోసి.. 
0,కష్టమో సుఖమో కలిసి పంచుకునే మనుషులెక్కడ
0,మోపులు కట్టి బంతులు కొట్టిన‌
0,వీధుల్లోతిరుగాడే జనపరిమళం ఎక్కడ?
1,జ్ణాపకాల నుంచి వరికోత యంత్రాలతో
0,ఆ చెమటసుక్కల జనసందోహం ఎక్కడఝ?
0,ఊరు మొత్తం మౌనంగా తలలు వాల్చింది..
0,ఏం జరిగిందో తెలియని వాస్తవం కన్నా..
0,కాయకష్టం చేసి కడుపునింపుకునే చేతులవి..
0,ఏం జరుగుతుందోననే ఆందోళనే ఎక్కువ‌!
0,గచ్చిబౌలిలోని 13 అంతస్తుల భవనంలో 1500 పడకలతో ఏర్పాటు చేసిన టిమ్స్‌(తెలంగాణ ఇన్‌స్టిట్యూట్‌ ఆఫ్‌ మెడికల్‌ సైన్సెస్‌) ఆస్పత్రి ప్రారంభంకావడంపై
0, మంత్రి కేటీఆర్‌ హర్షం వ్యక్తం చేశారు. రాష్ట్రంలో కరోనా వైరస్‌ క్రమంగా విస్తరిస్తున్న సమయంలో తెలంగాణ ప్రభుత్వం స్పందించి ముందుజాగ్రత్త 
1,చర్యగా గచ్చిబౌలి స్పోర్ట్స్‌ కాంప్లెక్స్‌ను  ఆస్పత్రిగా మార్చింది.
0,కేవలం 20రోజుల వ్యవధిలో స్పోర్ట్స్‌ టవర్‌ను 1500 పడకలతో అధునాతన హాస్పిటల్‌గా తీర్చిదిద్దడంలో అహర్నిశలు కృషి 
0,మానవీయ విలువలు గల ప‌ల్లె ప‌రిమ‌ళాలు వాళ్లు.
1,చేసిన వైద్యారోగ్యశాఖ మంత్రి ఈటెల రాజేందర్‌తో పాటు ఆయన టీమ్‌ను కేటీఆర్‌ అభినందించారు
0,బిక్కు బిక్కు మంటూ బతికే బీద జీవులు వాళ్లు
0,. ప్రస్తుతానికైతే హాస్పిటల్‌ను కోవిడ్‌-19 బాధితులకు చికిత్స అందిచేందుకు వినియోగిస్తామని కేటీఆర్‌ చెప్పారు.
1,ద‌య‌చేసి స్వ‌చ్ఛ‌మైన తెలంగాణ‌ ప‌ల్లెను తాకొద్దు.
0," కరోనా మహమ్మారి కేసులు రాష్ట్రంలో తగ్గుముఖం పట్టిన తర్వాత మల్టీ స్పెషాలిటీ హాస్పిటల్‌గా మార్చి వైద్యసేవలు, పరిశోధనలు నిర్వహిస్తామని వెల్లడించారు. "
0,క‌రోనా జ‌ర క‌నిక‌రం చూపించు!
0,కేవ‌లం ఒక్క సినిమాతోనే తన ఫాలోవ‌ర్లను పెంచేసుకుంది బాలీవుడ్‌ న‌టి జాన్వీక‌పూర్.
1, ఈ అందాల తార సినిమాల‌తో సంబంధం లేకుండా..సోష‌ల్ మీడియా ద్వారా అభిమానుల‌ను అల‌రిస్తూ ఉంటుంది
1,. జిమ్ ఔట్‌ఫిట్ లో క‌నిపిస్తూ..మ‌రోవైపు డ్యాన్స్ ప్రాక్టీస్ చేస్తున్న వీడియోల‌ను షేర్ చేస్తుంటుంది.
1, జాన్వీ త‌న పెట్ తో స‌ర‌దాగా స‌మ‌యాన్ని గ‌డుపుతున్న మ‌రో ఫొటో కూడా చ‌క్క‌ర్లు కొడుతోంది. జాన్వీక‌పూర్ న‌టిస్తోన్న కొత్త‌ చిత్రం గుంజ‌న్ స‌క్సేనా పోస్ట్ ప్రొడ‌క్ష‌న్ ప‌నులు జ‌రుపుకుంటోంది. 
0,"తాజాగా జాన్వీ కొత్త స్టిల్స్ నెట్టింట్లో వైర‌ల్ అవుతున్నాయి. ఆక‌ట్టుకునే అందం, మెస్మ‌రైజ్ చేసే లుక్స్ క‌ల‌గ‌లిపి ఉన్న జాన్వీ ఫొటోలకు అభిమానులు ఫిదా అవుతున్నారు."
0,క‌రోనా మ‌హమ్మారిని త‌రిమికొట్టేందుకు ఇపుడు ప్ర‌పంచ‌దేశాల‌న్నీ లాక్ డౌన్ ను అనురిస్తున్న విష‌యం తెలిసిందే
0,. లాక్ డౌన్ తో ప్ర‌జ‌లంతా ఎక్క‌డిడిక్క‌డ ఇండ్ల‌కే ప‌రిమితమై పోయారు. క‌ష్ట‌కాలంలో స్పైడ‌ర్ మ్యాన్ ప్ర‌త్య‌క్షమై స‌మ‌స్య‌లు తీర్చుతాడ‌ని సినిమాల్లో చూశాం.
0, కానీ ఇపుడు నిజంగా స్పైడ‌ర్ మ్యాన్ అంద‌రికీ అవ‌స‌ర‌మైన స‌రుకులు ఇచ్చి వెళ్తున్నాడు.
0,"ట‌ర్కీలో బుర‌క్ సొయ్ లు అనే వ్య‌క్తి స్పైడ‌ర్ మ్యాన్ లాగా కాస్ట్యూమ్స్ వేసుకుని, ఇంటికి కావాల్సిన నిత్య‌వ‌స‌ర స‌రుకులు అందిస్తున్నాడు."
1, రెండు వారాల పాటు క్వారంటైన్ పూర్త‌యిన త‌ర్వాత 40 మంది కోలుకుని ఆస్ప‌త్రి నుంచి డిశ్చార్జ‌య్యారు. 
1,సాధార‌ణంగా ఏనుగులు అట‌వీ ప్రాంతాల్లో నుంచి జ‌నావాసాల్లోకి  వ‌చ్చినపుడు గుంపులుగా క‌నిపిస్తుంటాయి
1,"ఇటీవేల  ఏనుగుల మంద ఓ గ్రామంలోకి ప్ర‌వేశించింది. అయితే ఏ ప‌దో, ఇర‌వై యో ఏనుగులు కాకుండా చాలా పెద్ద మొత్తంలోనే ఏనుగులు వ‌చ్చాయి."
1,ఏనుగుల‌న్నీ పెద్ద లైన్ లో ఒక‌దాని వెంట మ‌రొక‌ట్టి వెళ్తున్నాయి. 
1,రెండు వైపులా జ‌నాలు ఉండ‌గా..పంట పొలాల మ‌ధ్య నుంచి ఏనుగులు ప‌రుగులు పెడుతున్నాయి. 
0,ఏనుగుల‌న్నీ చాలా ప‌ద్ద‌తిగా వ‌రుస‌లోనే వెళ్తున్నా..అస‌లు ఆ ఏనుగులు ఎన్ని ఉన్నాయో మాత్రం చెప్ప‌డం క‌ష్ట‌మే. కాదంటే మీరెవ‌రైనా..ఈ ఏనుగుల‌ను లెక్క‌పెట్ట‌గ‌ల‌రా..? ట్రై చేసి చూడండి. 
1,"ల‌కు కావాల్సిన పాలు, ఇత‌ర స‌రుకులు ఇంటి వద్ద‌కే వెళ్లి అందిస్తున్నాడు. ట్విట్ట‌ర్ లో బుర‌క్ సొయ్ లు స్పైడ‌ర్ మ్యాన్ గెట‌ప్ లో కారు, "
0,ట్రాక్ట‌ర్ పై వీధుల్లో తిరుగుతూ ఇంటింటికీ సేవ‌లందిస్తున్న ఫొటోలు వైర‌ల్ అవుతున్నాయి. నాకున్న శ‌క్తిని పొరుగువారికి సాయమందిచేందుకు ఉప‌యోగిస్తున్నానన్నాడు స్పైడ‌ర్ మ్యాన్. 
0, శ‌్రీన‌గ‌ర్ లో క‌రోనా ల‌క్ష‌ణాలున్న వారిలో 40 మంది క్వారంటైన్ కాలాన్ని పూర్తి చేసుకున్నారు.
1,దీంతో ఇప్ప‌టివ‌ర‌కు శ్రీన‌గ‌ర్ లో క్వారంటైన్ పూర్త‌యి..కోలుకున్న వారి సంఖ్య 1906కు చేరుకుంద‌ని శ్రీన‌గ‌ర్ జిల్లా ఉన్న‌తాధికారి ఒక‌రు వెల్ల‌డించారు.
1,జ‌మ్మూక‌శ్మీర్ లో క‌రోనాను నియంత్రించ‌డానికి పోలీసులు లాక్ డౌన్ నిబంధ‌న‌లను క‌ఠినంగా అమ‌లు చేస్తున్నారు. 
1,మ‌రోవైపు కేసులు ఎక్కువున్న ప్రాంతాల్లో నిత్య‌వ‌స‌ర స‌రుకులు ఇంటివ‌ద్ద‌కే తీసుకెళ్లి అందిస్తున్నారు. 
0,కోవిడ్‌ 19 తీవ్రత నేపథ్యంలో సూర్యపేట మున్సిపాలిటీకి ప్రత్యేకంగా స్పెషల్‌ ఆఫీసర్‌ను రాష్ట్ర ప్రభుత్వం నియమించింది. 
0,రాష్ట్ర ప్రభుత్వ ప్రధాన కార్యదర్శి సోమేష్‌ కుమార్‌ ఆదేశాల మేరకు సూర్యపేటకు ఓఎస్డీని నియమించారు.
0, ప్రస్తుత మున్సిపల్‌ పరిపాలన శాఖ డిప్యూటీ డైరెక్టర్‌ జి.వేణుగోపాల్‌రెడ్డిని ఆఫీసర్‌ ఆఫ్‌ స్పెషన్‌ డ్యూటీగా నియమిస్తూ 
1," దీంతో వేణుగోపాల్‌రెడ్డి హుటాహుటిన సూర్యపేట బయలుదేరారు. గతంలో ఖమ్మం, కరీంనగర్‌ మున్సిపల్‌ కమిషనర్‌గా ఆయన పనిచేశారు. "
1,మున్సిపల్‌ అడ్మినిస్ట్రేషన్‌ కార్యదర్శి సుదర్శన్‌రెడ్డి ఉత్తర్వులు జారీ చేశారు.
0, లాక్ డౌన్ తో దేశవ్యాప్తంగా పోలీసులు కంటి మీద కునుకు లేకుండా విధులు నిర్వ‌ర్తిస్తున్నారు
0,. ప్ర‌జ‌ల సంక్షేమం కోసం రాత్రింబ‌వ‌ళ్లు క‌ష్ట‌ప‌డుతున్నారు. 
0,క‌రోనాపై చేస్తున్న పోరులో పోలీసులు కీల‌క భూమిక పోషిస్తున్నారు. అసోంలోని న‌గావ్ పోలీస్ స్టేష‌న్ లో కోవిడ్‌-19 స్పెష‌ల్ డ్యూటీపై ఉన్న పోలీసులు..
0,ప‌నిచేస్తున్న పోలీసులు అసోం సంప్ర‌దాయ నృత్యం బిహు డ్యాన్స్ ను చేస్తూ స‌రదాగా కాసేపు గ‌డిపారు. 
1,మ‌ధ్య మ‌ధ్య‌లో ఉప‌శ‌మ‌నం పొందేందుకు డ్యాన్స్ చేస్తున్నారు.
1,"ఎస్పీ ఆఫీసులో పోలీసులంతా చ‌ప్ప‌ట్లు కొడుతూ, సంప్ర‌దాయ స్టెప్పేలేస్తున్న వీడియో ఇపుడు నెట్టింట్లో వైర‌ల్ అవుతోంది. "
1,శ్రీన‌గ‌ర్‌లోని తులిప్‌తోట‌. ఆసియాలోనే అతిపెద్ద‌ది. క‌శ్మీర్ సౌంద‌ర్య‌మంతా శ్రీన‌గ‌ర్‌లో ఇమిడిఉంటే..ఆ న‌గ‌ర సోయగం అక్క‌డ విరిసే పూల‌ల్లో దాగిఉంటుంది
0,". ఇక్క‌డ రంగురంగుల పూలు  ఇంద్రధనుస్సు నేలపై విరిసినట్లు, పుడమి రంగుల తివాచీగా మారినట్లు తోస్తుంది."
1, ప్రకృతి అందాలకు కేరాఫ్ గా ఉంటుంది తులిప్ తోట‌. పదిహేను హెక్టార్లలో విస్తరించి ఉన్న
0, ఈ భూలోక స్వర్గాన్ని చూసేందుకు నిలువెల్లా కనులున్నా చాలవు.
1, హిమసరస్సులాంటి డాల్ లేక్ తీరాన ఉన్న ఈ సుందర ఉద్యానవనంలో ఎన్నెన్నో రకాల పుష్పాలు వసంత శోభను వెదజల్లుతున్నాయి. 
0,తోట మొత్తం పూల తివాచీ పరిచినట్లు...  చూడగానే హృయదానికి అత్తుకుంటుంది. పదిహేను లక్షలకు పైగా సుమాలు విరబూసాయి.
0,గతేడాదితో పోలిస్తే ఈ ఏడాది కాస్త ఎక్కువగా 13 లక్షల పువ్వులు వికసించాయి
1,. తోట గుండా ప్రవహించే కాలువ సందర్శకులకు మధురానుభూతిని కలిగిస్తుంది. 
1,"పర్యాటకులే కాదు, స్థానికులు కూడా ఈ సంవత్సరం తులిప్ తోటల్ని చూడలేకపోతున్నారు."
0, లాక్‌డౌన్ తర్వాత సందర్శకులు వచ్చే ఛాన్స్ ఉండటంతో తోటల అధికారులు సన్నాహాలు చేస్తున్నారు. 
0,ఎవరికైనా సరే తులిప్ తోటల్ని చూస్తే... మానసిక ఆహ్లాదం కలగకమానదు.
1,చిన్న నొప్పికే విలవిలలాడతారు కొందరు. ఎంత పెద్ద దెబ్బ తగిలినా చిరునవ్వుతో ఉండగలుగుతారు మరికొందరు. 
0,ఇలాంటి వైరుధ్యానికి మూలకారణం మన జన్యువుల్లోనే దాగివుందంటున్నారు పరిశోధకులు. 
0,ఇందుకు దోహదం చేసేవి బిహెచ్‌4 జన్యువులు. 
0,మనకు నొప్పి తెలియాలంటే కొన్ని రకాల రసాయనాలు మెదడులో ఉత్పత్తి కావాలి. 
1,అయితే బిహెచ్‌1 జన్యువు బిహెచ్‌4 జన్యువు చర్యలను నియంత్రిస్తుంది.
0," ఈ రకమైన జన్యువులున్నవారిలో మెదడులోని రసాయనాల ఉత్పత్తి తగ్గి, నొప్పి తెలియకుండా పోతుంది"
1,. తీవ్రమైన ప్రమాదాలకు లోనైనవారిలో సహజంగానే నొప్పి ఎక్కువగా ఉంటుంది. దీనికి తోడు ఈ బిహెచ్‌4 జన్యువు చర్యలు ఎక్కువగా ఉంటే నొప్పి భరించలేనంతగా ఉంటుంది. 
1,నొప్పికి కారణమైన జన్యుమూలాలను కనుగొనడం సాధ్యమైంది కాబట్టి పెయిన్‌ ట్రీట్‌మెంట్‌లో మరో ముందడుగు పడ్డట్టే. 
1," ఈ మేర‌కు కరోనా కోసం ఉచిత టెస్టులు, ట్రీట్ మెంట్‌ కోసం దాఖలు చేసిన పిటిషన్‌ను అత్యున్న‌త న్యాయ‌స్థానం కొట్టివేసింది. "
1,పెయిన్‌ కిల్లర్ల అవసరం లేకుండానే నొప్పి నుంచి ఉపశమనం కలిగించే కొత్త చికిత్సలు వచ్చే అవకాశం ఉంటుంది
0,క‌రోనా మ‌హమ్మారికి సంబంధించి సుప్రీంకోర్టు కీల‌క తీర్పు ఇచ్చింది.కరోనాకు ఫ్రీ ట్రీట్మెంట్ కుద‌ర‌ద‌ని స్ప‌ష్టం చేసింది
0, కరోనా వైరస్‌ తీవ్రత భారత్‌లో రోజురోజుకు పెరుగుతోంది
